ID,sex,year_birth,race,experience,hours,wage,tenure,industry,occup,education
3582,male,1983,hispanic,461,40,37.5,357,"finance, insurance, real estate, other professional",Sales and related,college/graduate degree
3583,female,1981,black,472,40,14.71,251,"finance, insurance, real estate, other professional",Office and administrative support,some  college
3584,male,1983,black,495,50,12.09,251,"entertainment, accomodation, food and other services","Management, business, and financial",college/graduate degree
3585,female,1983,non-black / non-hispanic,451,37,13.5,110,"finance, insurance, real estate, other professional",Office and administrative support,high school
3586,female,1983,black,563,32,25,342,"education, health, social services",Services,college/graduate degree
3587,male,1981,black,393,50,34.25,202,"public administration, military and special",Services,some  college
3588,female,1982,non-black / non-hispanic,309,25,25,80,"education, health, social services",Services,college/graduate degree
3589,male,1984,black,306,40,15,87,"education, health, social services",Services,college/graduate degree
3590,female,1981,black,272,15,8.9700003,-3,"entertainment, accomodation, food and other services",Services,some  college
3592,male,1982,black,639,40,19.23,317,"transportation, communication","Installation, maintenance, and repair",some  college
3593,female,1980,non-black / non-hispanic,584,6,41.669998,84,trade,Transportation and material moving,high school
3594,female,1982,black,614,40,16,283,"education, health, social services",Services,some  college
3595,female,1983,non-black / non-hispanic,261,40,14.42,39,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
3598,female,1981,black,501,40,21.15,331,"education, health, social services",Teachers,college/graduate degree
3600,female,1980,black,553,40,13.42,188,"agriculture, mining, manufacturing",Transportation and material moving,high school
3601,female,1983,black,328,8,31.25,190,"education, health, social services",Teachers,college/graduate degree
3602,male,1980,hispanic,658,40,14.75,353,trade,Transportation and material moving,high school
3603,male,1983,hispanic,632,72,10.42,53,"public administration, military and special",Services,some  college
3604,female,1983,non-black / non-hispanic,574,40,18.639999,3,"finance, insurance, real estate, other professional","Management, business, and financial",some  college
3608,female,1981,non-black / non-hispanic,527,45,4,251,"entertainment, accomodation, food and other services",Services,ged or none
3609,male,1983,non-black / non-hispanic,500,40,15.5,94,"education, health, social services",Services,high school
3611,female,1981,non-black / non-hispanic,579,37,14,269,"education, health, social services",Services,some  college
3614,female,1983,non-black / non-hispanic,485,55,22.73,162,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
3617,female,1982,non-black / non-hispanic,380,60,16.030001,21,"entertainment, accomodation, food and other services","Management, business, and financial",some  college
3618,male,1984,non-black / non-hispanic,489,70,21.43,14,"transportation, communication",Transportation and material moving,college/graduate degree
3619,female,1984,non-black / non-hispanic,358,50,14.88,63,"education, health, social services",Teachers,college/graduate degree
3621,male,1984,black,545,40,25,403,"public administration, military and special",Office and administrative support,college/graduate degree
3622,male,1980,hispanic,263,40,20,549,"transportation, communication",Services,ged or none
3624,female,1981,black,679,40,26.440001,1,"education, health, social services",Professional and related,college/graduate degree
3625,male,1984,black,205,32,7.75,53,trade,Sales and related,high school
3626,male,1984,black,490,40,18,128,"public administration, military and special",Services,some  college
3627,female,1981,black,458,32,15,72,"education, health, social services",Teachers,college/graduate degree
3629,male,1981,hispanic,567,60,16.030001,565,"public administration, military and special","Installation, maintenance, and repair",some  college
3631,female,1981,non-black / non-hispanic,399,50,8,89,"entertainment, accomodation, food and other services","Management, business, and financial",high school
3633,female,1980,black,531,40,10.9,217,"education, health, social services",Sales and related,high school
3635,male,1980,black,321,60,16.5,48,"finance, insurance, real estate, other professional",Services,ged or none
3637,female,1984,black,565,40,18.030001,156,"education, health, social services",Professional and related,college/graduate degree
3639,female,1983,black,493,40,17.379999,40,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
3640,male,1984,non-black / non-hispanic,279,30,14,70,"finance, insurance, real estate, other professional",Sales and related,college/graduate degree
3641,female,1984,black,450,40,14.5,116,"finance, insurance, real estate, other professional",Office and administrative support,college/graduate degree
3643,male,1984,non-black / non-hispanic,313,40,15.5,27,"entertainment, accomodation, food and other services",Professional and related,college/graduate degree
3645,male,1981,hispanic,632,12,12,52,"education, health, social services",Services,college/graduate degree
3646,male,1981,black,402,40,9.25,80,"entertainment, accomodation, food and other services","Management, business, and financial",college/graduate degree
3647,male,1984,non-black / non-hispanic,329,40,21.629999,212,"finance, insurance, real estate, other professional",Office and administrative support,college/graduate degree
3648,female,1981,hispanic,614,50,19.5,212,"education, health, social services",Teachers,college/graduate degree
3649,male,1984,black,283,40,14,216,"transportation, communication",Transportation and material moving,ged or none
3650,male,1980,black,499,40,8,32,"finance, insurance, real estate, other professional",Transportation and material moving,ged or none
3652,male,1983,black,135,10,70,59,construction,Construction and extraction,ged or none
3653,male,1981,black,44,8,5,5,"finance, insurance, real estate, other professional",Construction and extraction,ged or none
3654,male,1982,black,787,40,10,89,"finance, insurance, real estate, other professional",Services,ged or none
3655,female,1984,black,195,22,8.75,40,"education, health, social services",Services,high school
3656,male,1983,non-black / non-hispanic,229,40,22.5,56,"education, health, social services",Office and administrative support,ged or none
3657,male,1984,black,297,40,11,54,"finance, insurance, real estate, other professional",Services,ged or none
3658,male,1980,non-black / non-hispanic,824,55,22.030001,235,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
3659,male,1982,black,369,40,13.76,44,"education, health, social services",Services,some  college
3663,male,1980,black,653,40,21.15,66,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
3666,male,1980,hispanic,593,40,15.75,344,construction,"Management, business, and financial",some  college
3668,male,1980,hispanic,476,40,4.25,163,"entertainment, accomodation, food and other services",Services,high school
3674,male,1983,black,244,55,21.530001,71,"education, health, social services",Teachers,college/graduate degree
3676,male,1984,black,300,40,9.1999998,54,"entertainment, accomodation, food and other services",Services,ged or none
3677,female,1980,black,538,40,16,278,"finance, insurance, real estate, other professional",Professional and related,some  college
3678,female,1983,black,246,40,8,30,"education, health, social services",Services,high school
3680,male,1982,hispanic,693,40,12.5,613,"entertainment, accomodation, food and other services",Sales and related,college/graduate degree
3681,female,1984,hispanic,248,40,17.5,44,"education, health, social services",Services,high school
3683,male,1983,hispanic,110,60,50,36,"transportation, communication",Services,high school
3685,male,1981,hispanic,317,40,17,51,"education, health, social services",Office and administrative support,some  college
3686,male,1984,hispanic,349,6,10,99,"finance, insurance, real estate, other professional",Transportation and material moving,college/graduate degree
3687,male,1981,hispanic,429,30,1.4299999,63,construction,Construction and extraction,ged or none
3689,female,1982,hispanic,368,40,14.42,99,"education, health, social services","Management, business, and financial",college/graduate degree
3690,male,1982,hispanic,447,27,4.2600002,214,"transportation, communication",Services,some  college
3691,female,1983,black,269,28,16.799999,197,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
3693,male,1984,hispanic,469,40,18,129,"finance, insurance, real estate, other professional","Installation, maintenance, and repair",high school
3694,female,1980,hispanic,455,40,12.5,42,"education, health, social services",Office and administrative support,ged or none
3695,male,1981,hispanic,572,40,15.45,294,"transportation, communication","Installation, maintenance, and repair",college/graduate degree
3696,female,1984,hispanic,487,40,12.65,299,"finance, insurance, real estate, other professional",Office and administrative support,some  college
3701,male,1983,hispanic,451,40,20,162,construction,Construction and extraction,ged or none
3702,male,1982,hispanic,594,40,14.25,91,"public administration, military and special",Services,some  college
3703,female,1983,hispanic,239,50,8.3699999,99,"agriculture, mining, manufacturing","Management, business, and financial",college/graduate degree
3704,female,1981,hispanic,496,40,23.26,9,trade,Sales and related,college/graduate degree
3705,female,1983,non-black / non-hispanic,459,40,17.42,94,"entertainment, accomodation, food and other services","Management, business, and financial",college/graduate degree
3710,female,1981,black,447,20,7.5,10,trade,Sales and related,high school
3712,female,1984,hispanic,347,40,30,126,"public administration, military and special",Professional and related,college/graduate degree
3714,male,1983,non-black / non-hispanic,607,40,14,428,"agriculture, mining, manufacturing",Construction and extraction,high school
3715,male,1984,non-black / non-hispanic,369,40,9,27,trade,Transportation and material moving,ged or none
3716,female,1980,black,519,40,7.25,39,"entertainment, accomodation, food and other services",Sales and related,ged or none
3717,female,1981,black,389,39,7.8699999,140,"entertainment, accomodation, food and other services",Services,ged or none
3718,female,1982,black,381,40,11.75,171,"education, health, social services",Services,ged or none
3719,male,1980,hispanic,392,56,8.5,95,"finance, insurance, real estate, other professional",Services,ged or none
3721,male,1982,non-black / non-hispanic,540,32,22,446,construction,Construction and extraction,high school
3723,male,1982,non-black / non-hispanic,645,40,23,25,"finance, insurance, real estate, other professional","Installation, maintenance, and repair",some  college
3724,male,1980,non-black / non-hispanic,509,45,25.639999,351,construction,Construction and extraction,high school
3725,male,1983,non-black / non-hispanic,426,60,12.82,215,"entertainment, accomodation, food and other services","Management, business, and financial",college/graduate degree
3726,female,1981,hispanic,688,30,2.1300001,235,"entertainment, accomodation, food and other services",Services,some  college
3727,female,1983,hispanic,465,30,2.1300001,82,"entertainment, accomodation, food and other services",Services,some  college
3728,male,1984,non-black / non-hispanic,254,40,17.299999,63,"public administration, military and special",Services,college/graduate degree
3729,female,1980,non-black / non-hispanic,291,32,8.5,18,"education, health, social services",Services,ged or none
3730,female,1983,non-black / non-hispanic,427,40,7.8800001,36,trade,Sales and related,ged or none
3731,male,1981,non-black / non-hispanic,637,25,3.1400001,293,"entertainment, accomodation, food and other services",Services,college/graduate degree
3732,male,1981,black,272,35,7.25,19,"entertainment, accomodation, food and other services",Services,ged or none
3734,male,1982,black,549,40,17.85,127,"agriculture, mining, manufacturing",Production,high school
3736,female,1981,non-black / non-hispanic,602,65,14.2,34,"education, health, social services",Teachers,college/graduate degree
3738,male,1984,hispanic,439,40,27,53,"agriculture, mining, manufacturing",Production,college/graduate degree
3739,female,1981,black,628,40,15.47,413,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
3740,female,1984,black,497,40,11.67,234,"entertainment, accomodation, food and other services",Office and administrative support,high school
3742,female,1981,non-black / non-hispanic,542,30,12.84,164,"education, health, social services",Services,high school
3744,female,1983,black,249,30,7.25,21,"entertainment, accomodation, food and other services",Services,ged or none
3745,female,1984,black,438,40,24.5,370,"transportation, communication",Office and administrative support,some  college
3748,female,1980,hispanic,593,35,7.25,14,"entertainment, accomodation, food and other services",Services,college/graduate degree
3749,male,1983,black,393,15,8.3299999,41,construction,Construction and extraction,some  college
3750,male,1980,black,640,70,10,9,"agriculture, mining, manufacturing",Production,high school
3751,female,1984,black,455,25,10.33,151,"education, health, social services",Teachers,some  college
3752,female,1981,non-black / non-hispanic,563,45,14.22,265,trade,Sales and related,high school
3754,female,1982,black,471,40,20.190001,291,"education, health, social services",Teachers,college/graduate degree
3756,female,1983,black,504,35,9.5,170,"entertainment, accomodation, food and other services",Services,ged or none
3757,male,1981,black,680,40,11.25,403,trade,Transportation and material moving,high school
3758,female,1984,black,293,25,8.8599997,131,"education, health, social services",Services,high school
3761,female,1983,black,387,35,9.6300001,133,trade,Sales and related,some  college
3763,male,1980,non-black / non-hispanic,697,50,0,159,trade,"Installation, maintenance, and repair",high school
3766,female,1983,non-black / non-hispanic,435,70,8.5,103,"entertainment, accomodation, food and other services","Management, business, and financial",high school
3767,female,1983,non-black / non-hispanic,478,6,14,108,"entertainment, accomodation, food and other services",Office and administrative support,ged or none
3768,male,1980,non-black / non-hispanic,735,32,12,450,"agriculture, mining, manufacturing","Management, business, and financial",high school
3769,male,1982,non-black / non-hispanic,493,40,18.67,114,"agriculture, mining, manufacturing",Construction and extraction,ged or none
3770,male,1983,non-black / non-hispanic,434,40,9,27,"transportation, communication",Office and administrative support,high school
3771,female,1984,black,387,50,14.23,223,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
3772,male,1983,non-black / non-hispanic,595,40,20,41,construction,Construction and extraction,high school
3773,male,1984,non-black / non-hispanic,630,40,15.08,11,"agriculture, mining, manufacturing",Production,high school
3774,female,1982,non-black / non-hispanic,361,32,7.5,102,trade,Sales and related,ged or none
3776,female,1984,non-black / non-hispanic,178,7,8.8999996,11,"education, health, social services",Services,high school
3777,male,1980,mixed race (non-hispanic),668,40,22,442,"agriculture, mining, manufacturing",Production,college/graduate degree
3779,female,1984,non-black / non-hispanic,459,36,9.1300001,453,"entertainment, accomodation, food and other services",Services,high school
3782,female,1981,non-black / non-hispanic,563,40,8.5,343,"public administration, military and special",Services,high school
3783,male,1982,black,524,40,21.360001,148,"transportation, communication",Office and administrative support,some  college
3785,male,1984,non-black / non-hispanic,477,45,17,-3,trade,Production,high school
3786,female,1982,non-black / non-hispanic,265,40,40,24,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
3787,male,1983,non-black / non-hispanic,521,20,5.77,290,"entertainment, accomodation, food and other services",Services,some  college
3789,female,1983,black,480,40,26.65,221,"education, health, social services",Teachers,college/graduate degree
3791,female,1980,black,675,30,53.330002,370,"education, health, social services","Management, business, and financial",college/graduate degree
3792,male,1982,black,591,20,40,392,"transportation, communication",Services,high school
3793,male,1983,black,354,43,9.5,123,"entertainment, accomodation, food and other services",Services,some  college
3799,female,1981,hispanic,525,40,16.540001,332,"education, health, social services",Services,college/graduate degree
3800,male,1983,hispanic,449,40,12.5,161,trade,Sales and related,college/graduate degree
3801,female,1980,black,403,30,7.25,28,"education, health, social services",Services,high school
3802,male,1983,mixed race (non-hispanic),192,40,8,16,"finance, insurance, real estate, other professional",Office and administrative support,high school
3803,female,1980,non-black / non-hispanic,356,20,2,19,"education, health, social services",Services,high school
3805,male,1980,non-black / non-hispanic,489,60,17.629999,53,"agriculture, mining, manufacturing",Production,high school
3806,female,1980,black,422,40,7.8499999,186,trade,Sales and related,ged or none
3807,female,1984,black,201,40,14.53,26,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
3810,female,1981,hispanic,279,40,10.85,81,"education, health, social services",Services,ged or none
3811,male,1981,hispanic,501,40,9,160,"finance, insurance, real estate, other professional",Services,ged or none
3813,male,1982,non-black / non-hispanic,480,20,40,40,"entertainment, accomodation, food and other services",Sales and related,high school
3814,male,1981,non-black / non-hispanic,691,40,18.75,158,"public administration, military and special",Construction and extraction,college/graduate degree
3815,female,1981,hispanic,377,25,2.1300001,33,"entertainment, accomodation, food and other services",Services,high school
3817,male,1984,non-black / non-hispanic,452,80,31.25,153,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
3819,female,1980,non-black / non-hispanic,690,25,9.9399996,684,trade,Services,high school
3820,female,1983,non-black / non-hispanic,325,20,7.25,7,"entertainment, accomodation, food and other services",Services,ged or none
3821,female,1984,black,478,37,10,72,"agriculture, mining, manufacturing",Office and administrative support,college/graduate degree
3822,female,1982,non-black / non-hispanic,480,40,25.120001,104,"public administration, military and special",Professional and related,college/graduate degree
3824,female,1981,non-black / non-hispanic,574,40,7.25,27,"finance, insurance, real estate, other professional","Management, business, and financial",ged or none
3825,female,1981,non-black / non-hispanic,498,45,11.45,63,"education, health, social services",Office and administrative support,ged or none
3826,male,1982,black,660,40,12,595,construction,Construction and extraction,ged or none
3828,female,1981,non-black / non-hispanic,220,33,8.9499998,111,trade,Sales and related,ged or none
3829,male,1982,non-black / non-hispanic,529,35,10.25,48,trade,"Installation, maintenance, and repair",high school
3831,male,1982,non-black / non-hispanic,635,40,15,74,"transportation, communication",Transportation and material moving,ged or none
3832,female,1981,non-black / non-hispanic,596,40,18.67,51,"education, health, social services","Management, business, and financial",college/graduate degree
3833,female,1980,non-black / non-hispanic,438,20,7.25,8,trade,Sales and related,some  college
3835,male,1981,non-black / non-hispanic,608,45,14.73,193,"agriculture, mining, manufacturing",Office and administrative support,high school
3836,male,1980,black,668,40,13.5,159,"agriculture, mining, manufacturing",Transportation and material moving,college/graduate degree
3837,female,1983,non-black / non-hispanic,379,12,7.25,330,"entertainment, accomodation, food and other services",Office and administrative support,some  college
3838,female,1983,non-black / non-hispanic,402,40,20,75,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
3840,male,1982,non-black / non-hispanic,466,40,9,8,"transportation, communication",Transportation and material moving,high school
3841,female,1982,black,565,28,12.2,142,"transportation, communication",Sales and related,some  college
3842,female,1983,black,540,30,2.1300001,63,"entertainment, accomodation, food and other services",Services,high school
3843,female,1983,non-black / non-hispanic,548,36,26,122,"education, health, social services",Services,college/graduate degree
3844,male,1980,black,639,40,19,494,trade,Sales and related,high school
3845,male,1984,black,493,40,17.85,390,"agriculture, mining, manufacturing",Production,high school
3847,female,1984,non-black / non-hispanic,452,35,8.7799997,184,trade,Production,high school
3848,male,1984,non-black / non-hispanic,413,32,9,17,"agriculture, mining, manufacturing",Production,ged or none
3849,male,1984,non-black / non-hispanic,589,40,25,239,trade,Sales and related,ged or none
3850,male,1981,non-black / non-hispanic,203,80,11.21,20,"education, health, social services",Services,college/graduate degree
3851,male,1983,non-black / non-hispanic,366,15,2.6300001,6,"entertainment, accomodation, food and other services",Services,high school
3852,male,1982,non-black / non-hispanic,626,40,18.07,252,"agriculture, mining, manufacturing",Production,some  college
3854,male,1983,black,454,40,12.5,48,construction,Construction and extraction,ged or none
3855,female,1980,black,609,38,28.049999,180,"public administration, military and special",Office and administrative support,college/graduate degree
3857,male,1982,black,601,20,13.81,467,"transportation, communication",Transportation and material moving,college/graduate degree
3858,male,1984,black,38,40,25,218,construction,Construction and extraction,high school
3860,male,1983,black,415,40,12.05,148,trade,Office and administrative support,ged or none
3862,female,1983,black,282,25,9.75,233,"entertainment, accomodation, food and other services",Services,some  college
3863,male,1980,black,509,56,15.18,12,"transportation, communication",Transportation and material moving,high school
3864,female,1981,black,548,32,11.15,374,trade,Office and administrative support,high school
3865,female,1981,black,623,40,17.35,445,trade,Sales and related,college/graduate degree
3866,female,1984,black,293,5,10,111,trade,Sales and related,some  college
3867,female,1982,black,540,40,11.1,238,"finance, insurance, real estate, other professional",Office and administrative support,some  college
3871,male,1981,non-black / non-hispanic,654,40,16.83,315,"entertainment, accomodation, food and other services",Production,ged or none
3872,male,1981,non-black / non-hispanic,517,16,8.1000004,492,trade,Office and administrative support,high school
3874,female,1983,non-black / non-hispanic,552,30,20.51,184,"education, health, social services",Teachers,college/graduate degree
3876,male,1984,non-black / non-hispanic,314,30,9,224,trade,"Installation, maintenance, and repair",ged or none
3878,male,1982,black,455,35,12,163,"entertainment, accomodation, food and other services",Services,some  college
3880,male,1982,black,456,40,9,10,"entertainment, accomodation, food and other services",Transportation and material moving,high school
3881,male,1983,non-black / non-hispanic,504,50,16.200001,359,trade,Sales and related,high school
3882,male,1980,non-black / non-hispanic,537,40,13,34,"agriculture, mining, manufacturing",Office and administrative support,some  college
3883,female,1981,non-black / non-hispanic,590,40,13.24,35,"education, health, social services",Services,some  college
3884,male,1984,black,168,40,14,110,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
3885,female,1983,black,449,40,14.9,275,"finance, insurance, real estate, other professional","Management, business, and financial",some  college
3887,female,1980,black,570,40,34.619999,110,"agriculture, mining, manufacturing",Professional and related,college/graduate degree
3888,male,1982,black,336,40,14.3,233,trade,Transportation and material moving,college/graduate degree
3889,male,1980,non-black / non-hispanic,338,40,11,46,"agriculture, mining, manufacturing",Construction and extraction,ged or none
3890,female,1984,hispanic,326,12,10,72,"finance, insurance, real estate, other professional",Services,high school
3892,male,1980,non-black / non-hispanic,390,40,9,62,trade,Transportation and material moving,ged or none
3893,male,1982,non-black / non-hispanic,324,40,7.25,5,"entertainment, accomodation, food and other services",Services,high school
3894,female,1981,non-black / non-hispanic,582,40,47.119999,331,"finance, insurance, real estate, other professional",Services,college/graduate degree
3895,male,1981,non-black / non-hispanic,326,45,11.46,295,trade,Sales and related,college/graduate degree
3896,male,1984,non-black / non-hispanic,280,15,27.91,236,"education, health, social services",Teachers,college/graduate degree
3897,female,1982,non-black / non-hispanic,516,60,16.67,511,trade,Sales and related,college/graduate degree
3899,female,1981,non-black / non-hispanic,440,27,23,119,"education, health, social services",Services,high school
3900,female,1982,non-black / non-hispanic,449,60,22.440001,211,"agriculture, mining, manufacturing","Management, business, and financial",high school
3901,female,1984,non-black / non-hispanic,224,40,13.1,28,"education, health, social services",Services,college/graduate degree
3903,male,1981,non-black / non-hispanic,640,65,7.6900001,482,trade,Sales and related,college/graduate degree
3904,male,1981,non-black / non-hispanic,187,40,13.39,165,"finance, insurance, real estate, other professional",Services,high school
3906,female,1984,non-black / non-hispanic,383,45,18.6,175,"education, health, social services",Teachers,college/graduate degree
3908,male,1984,non-black / non-hispanic,354,40,9.5799999,110,trade,Office and administrative support,college/graduate degree
3910,male,1984,non-black / non-hispanic,344,24,10,126,construction,Construction and extraction,high school
3913,female,1984,non-black / non-hispanic,302,15,9,67,"education, health, social services",Office and administrative support,ged or none
3915,male,1983,non-black / non-hispanic,234,40,18.5,137,construction,Construction and extraction,some  college
3917,male,1980,hispanic,748,40,16,526,"agriculture, mining, manufacturing",Transportation and material moving,high school
3918,male,1983,black,594,38,7.29,212,"entertainment, accomodation, food and other services",Services,ged or none
3919,female,1982,black,321,40,11,127,"education, health, social services",Services,ged or none
3920,female,1984,black,284,30,10.75,90,"education, health, social services",Services,high school
3923,male,1982,black,191,30,7.5,67,"entertainment, accomodation, food and other services",Services,ged or none
3929,male,1982,black,527,40,11.1,236,"education, health, social services",Services,ged or none
3932,female,1980,hispanic,646,15,8,22,"entertainment, accomodation, food and other services",Services,ged or none
3935,female,1981,black,402,40,9.5,111,"entertainment, accomodation, food and other services",Office and administrative support,college/graduate degree
3936,male,1984,non-black / non-hispanic,541,40,13,211,"agriculture, mining, manufacturing",Construction and extraction,ged or none
3938,male,1982,non-black / non-hispanic,578,24,11.33,477,"education, health, social services",Services,college/graduate degree
3939,female,1982,non-black / non-hispanic,374,20,8.7200003,23,"education, health, social services",Teachers,college/graduate degree
3940,female,1983,black,340,30,9,46,trade,Sales and related,ged or none
3942,male,1980,black,234,40,8.25,62,"finance, insurance, real estate, other professional",Transportation and material moving,high school
3943,female,1980,non-black / non-hispanic,603,60,8.3299999,40,"agriculture, mining, manufacturing",Production,high school
3944,male,1982,non-black / non-hispanic,567,30,8.3299999,11,"transportation, communication",Sales and related,college/graduate degree
3945,female,1980,non-black / non-hispanic,280,15,10,14,"finance, insurance, real estate, other professional",Services,ged or none
3947,male,1984,non-black / non-hispanic,494,10,10,65,"finance, insurance, real estate, other professional",Production,high school
3950,male,1980,non-black / non-hispanic,646,40,17.5,448,"agriculture, mining, manufacturing",Production,ged or none
3951,male,1984,black,408,16,9.9499998,113,"education, health, social services",Services,high school
3952,female,1980,non-black / non-hispanic,714,40,16.049999,185,trade,Office and administrative support,high school
3954,female,1983,non-black / non-hispanic,271,30,8,8,"agriculture, mining, manufacturing",Transportation and material moving,ged or none
3955,female,1981,non-black / non-hispanic,582,40,14.63,180,"education, health, social services",Office and administrative support,ged or none
3956,male,1980,black,817,35,13.5,151,"finance, insurance, real estate, other professional",Production,high school
3957,male,1981,black,734,53,52.650002,711,"entertainment, accomodation, food and other services","Management, business, and financial",high school
3958,male,1982,black,356,40,8,3,"agriculture, mining, manufacturing",Production,ged or none
3960,male,1984,black,340,30,9,212,"entertainment, accomodation, food and other services",Services,some  college
3965,female,1984,non-black / non-hispanic,39,9,175,23,"entertainment, accomodation, food and other services",Sales and related,some  college
3966,female,1982,non-black / non-hispanic,544,40,25,139,"education, health, social services",Services,college/graduate degree
3967,male,1982,non-black / non-hispanic,543,40,17.549999,219,trade,"Management, business, and financial",college/graduate degree
3969,male,1983,non-black / non-hispanic,337,62,15.51,124,trade,Sales and related,college/graduate degree
3971,female,1983,non-black / non-hispanic,638,40,11.01,311,"entertainment, accomodation, food and other services",Services,college/graduate degree
3972,female,1981,non-black / non-hispanic,412,40,9.6499996,73,"education, health, social services",Services,high school
3973,female,1982,black,610,40,16.25,588,trade,Sales and related,college/graduate degree
3974,male,1984,black,392,40,2.1600001,79,"entertainment, accomodation, food and other services",Services,high school
3976,female,1983,non-black / non-hispanic,666,4,42,122,"finance, insurance, real estate, other professional",Services,college/graduate degree
3977,female,1984,non-black / non-hispanic,297,40,8.5,3,"education, health, social services",Services,ged or none
3979,female,1980,non-black / non-hispanic,661,37,17.35,368,"education, health, social services",Services,college/graduate degree
3980,male,1983,non-black / non-hispanic,544,40,16,107,trade,Transportation and material moving,high school
3981,male,1983,non-black / non-hispanic,575,40,7.9499998,53,trade,Services,ged or none
3982,female,1981,non-black / non-hispanic,591,40,12.68,5,"education, health, social services",Professional and related,college/graduate degree
3983,female,1984,non-black / non-hispanic,514,40,12.5,113,"finance, insurance, real estate, other professional",Professional and related,high school
3985,female,1981,non-black / non-hispanic,589,45,10,603,"entertainment, accomodation, food and other services",Services,high school
3986,male,1983,non-black / non-hispanic,352,40,18,50,construction,"Installation, maintenance, and repair",high school
3987,male,1980,non-black / non-hispanic,636,35,10,33,"agriculture, mining, manufacturing",Production,ged or none
3988,male,1980,non-black / non-hispanic,599,40,30.290001,401,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
3991,male,1980,non-black / non-hispanic,519,56,17.860001,14,"entertainment, accomodation, food and other services",Services,ged or none
3992,female,1980,non-black / non-hispanic,683,50,15,358,"entertainment, accomodation, food and other services",Services,high school
3993,male,1984,non-black / non-hispanic,290,40,12,7,"entertainment, accomodation, food and other services","Installation, maintenance, and repair",ged or none
3994,male,1984,non-black / non-hispanic,470,40,16,414,"entertainment, accomodation, food and other services",Services,high school
3995,male,1983,non-black / non-hispanic,304,40,10.17,18,trade,Transportation and material moving,high school
3996,male,1984,non-black / non-hispanic,282,30,7.25,65,"entertainment, accomodation, food and other services",Services,ged or none
3997,male,1980,non-black / non-hispanic,501,40,14,161,construction,Construction and extraction,high school
4000,female,1980,non-black / non-hispanic,746,45,20,381,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
4001,male,1981,non-black / non-hispanic,559,40,13.5,280,construction,Construction and extraction,high school
4002,male,1982,non-black / non-hispanic,585,36,27,226,"agriculture, mining, manufacturing","Installation, maintenance, and repair",high school
4003,male,1980,non-black / non-hispanic,391,80,12.02,274,"education, health, social services",Services,college/graduate degree
4004,male,1983,hispanic,287,40,15,188,construction,Office and administrative support,some  college
4005,male,1980,non-black / non-hispanic,521,45,20.51,221,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
4006,male,1984,hispanic,531,40,17,73,"agriculture, mining, manufacturing","Installation, maintenance, and repair",college/graduate degree
4007,male,1981,non-black / non-hispanic,569,15,7.25,239,"entertainment, accomodation, food and other services",Transportation and material moving,ged or none
4008,male,1983,non-black / non-hispanic,340,45,25.639999,144,"agriculture, mining, manufacturing",Professional and related,college/graduate degree
4009,male,1981,non-black / non-hispanic,445,40,15,406,construction,Transportation and material moving,high school
4010,female,1980,non-black / non-hispanic,593,20,8.75,434,"public administration, military and special",Professional and related,college/graduate degree
4012,female,1982,non-black / non-hispanic,627,40,12.86,140,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
4013,male,1984,non-black / non-hispanic,537,50,57.599998,39,"finance, insurance, real estate, other professional",Production,college/graduate degree
4014,male,1980,non-black / non-hispanic,749,32,14,64,construction,Construction and extraction,high school
4015,female,1984,non-black / non-hispanic,160,36,13,15,"education, health, social services",Services,some  college
4017,female,1984,non-black / non-hispanic,409,40,13,70,"finance, insurance, real estate, other professional","Management, business, and financial",high school
4020,female,1980,non-black / non-hispanic,757,38,25.09,272,"finance, insurance, real estate, other professional",Office and administrative support,high school
4021,male,1981,non-black / non-hispanic,622,40,15,473,"agriculture, mining, manufacturing",Production,high school
4022,female,1984,non-black / non-hispanic,451,24,13.44,28,"public administration, military and special",Professional and related,college/graduate degree
4024,female,1982,black,294,45,17.780001,70,"education, health, social services",Professional and related,college/graduate degree
4026,female,1981,non-black / non-hispanic,235,4,10,80,"education, health, social services",Office and administrative support,college/graduate degree
4027,female,1982,non-black / non-hispanic,420,25,14,11,"public administration, military and special",Teachers,college/graduate degree
4028,female,1981,non-black / non-hispanic,398,32,4,23,"entertainment, accomodation, food and other services",Services,ged or none
4029,male,1984,non-black / non-hispanic,453,40,14,309,trade,Sales and related,some  college
